K4A6,34.6886944,-86.0059444,-99999,48.2,4,48.2,RA,350,10
KSEM,32.343946,-86.9878056,-99999,68.0,2,62.6,,190,12
KSXS,31.3626694,-85.8493833,1008.7,65.3,4,61.7,,190,4
KSCD,33.1718333,-86.3055278,-99999,54.1,4,51.4,TS,150,13
KASN,33.5695042,-86.0512014,-99999,52.5,4,49.3,RA,10,5
KTOI,31.86,-86.0138889,-99999,66.9,8,61.0,,170,8
KTCL,33.220627,-87.6114015,1007.3,55.0,2,52.0,,20,14
KMOB,30.691416,-88.2428333,1008.3,75.0,7,70.0,,210,13
KAAF,29.7275489,-85.0273774,1011.3,-99999,7,-99999,,-99999,-99999
K1J0,30.8457778,-85.6013889,1006.4,64.0,7,61.0,,0,0
KBKV,28.4736111,-82.4554167,1013.1,75.0,2,68.0,,210,6
KCEW,30.778833,-86.5221111,-99999,75.9,7,69.1,,210,12
KCTY,29.6355278,-83.10475,-99999,72.9,4,69.8,,200,5
KDAB,29.1799167,-81.0580556,1012.5,73.0,4,68.0,,230,8
K54J,30.731111,-86.1537778,-99999,72.3,7,68.9,,230,4
KDED,29.0670278,-81.28375,-99999,75.2,7,64.4,,220,9
KDTS,30.400054,-86.4714729,1009.1,77.0,2,71.1,,220,10
KEGI,30.6485869,-86.5219594,1009.0,74.8,0,70.7,,220,10
KVPS,30.4832194,-86.5260443,1009.7,77.0,7,71.6,,230,10
KFHB,30.6118333,-81.4611944,-99999,69.8,8,-99999,,250,11
KFIN,29.4651511,-81.2076483,-99999,71.6,7,66.2,,260,3
KGNV,29.6900556,-82.2717778,1012.8,69.1,0,68.0,,210,5
KCRG,30.3363333,-81.5144444,-99999,72.0,4,69.1,,240,6
KJAX,30.4940556,-81.6878333,-99999,70.0,8,66.9,,260,5
KNIP,30.233706,-81.6760572,-99999,73.0,7,66.9,,250,9
KISM,28.2898056,-81.4370833,1013.4,73.9,0,68.0,,220,8
KLCQ,30.1820556,-82.5768611,-99999,68.0,7,68.0,,220,5
KLCQ,30.1820556,-82.5768611,-99999,68.0,7,68.0,,220,5
KLEE,28.8228889,-81.8084167,1013.1,75.0,2,66.0,,210,8
K24J,30.3003889,-83.0243889,-99999,69.8,4,69.8,,190,4
KMAI,30.837805,-85.1818889,-99999,70.0,4,68.0,,180,5
KHRT,30.4289181,-86.6888011,1008.9,77.0,2,71.4,,210,13
KNRB,30.3913742,-81.4245212,-99999,72.0,4,68.0,,260,10
KMLB,28.10275,-80.64525,1012.8,73.9,4,66.0,,220,9
KNSE,30.722472,-87.0239028,1007.3,75.0,4,70.0,,210,12
KOCF,29.1718768,-82.2241146,1013.1,71.1,4,68.0,,200,4
KORL,28.5454617,-81.33293,1013.1,75.9,0,64.9,,210,8
KMCO,28.4293889,-81.309,1012.7,75.0,2,64.9,,210,12
K28J,29.6583825,-81.6895031,-99999,68.0,2,62.6,,270,4
KECP,30.35825,-85.7956111,1011.0,75.9,4,70.0,,190,9
KPNS,30.473425,-87.1866122,-99999,75.0,7,72.0,,210,12
KNPA,30.3532728,-87.3179711,-99999,78.1,4,72.0,,210,18
K40J,30.0692778,-83.5805833,-99999,72.7,0,71.8,,240,10
KPCM,28.0001667,-82.1633056,-99999,77.0,0,73.4,,210,10
K2J9,30.5978708,-84.557425,-99999,71.6,8,71.6,,220,10
KSFB,28.7771781,-81.2349139,1012.5,75.9,0,66.0,,230,8
KSGJ,29.9592517,-81.3397325,-99999,71.6,2,68.0,,260,5
KPAM,30.0690475,-85.5749814,1010.8,76.3,2,71.8,,210,13
KNDZ,30.698575,-87.0144083,1007.2,75.9,4,69.1,,-99999,5
KGIF,28.0629167,-81.7533056,1013.4,73.9,0,69.1,,210,9
KZPH,28.228,-82.156,-99999,75.2,4,68.9,,-99999,-99999
KABY,31.535527,-84.1944722,1011.0,64.9,7,54.0,,0,0
KAMG,31.5360556,-82.5065556,1011.0,61.0,2,54.0,,200,4
KACJ,32.110805,-84.1888611,-99999,66.2,8,53.6,,120,4
KAHN,33.9486389,-83.3259167,1010.6,61.0,7,44.1,,100,5
KATL,33.636699,-84.427864,1008.5,60.1,4,39.9,,130,6
KAGS,33.3699444,-81.9645,1010.4,59.0,2,53.1,,0,0
KBGE,30.971598,-84.6369278,-99999,72.9,7,69.1,,210,9
KBHC,31.7138333,-82.3937778,-99999,62.6,4,53.6,,0,0
KDZJ,34.8544444,-83.9973333,-99999,54.9,7,37.9,,110,14
KBIJ,31.397508,-84.8947978,-99999,62.6,8,55.4,,0,0
KBQK,31.2590347,-81.4663158,-99999,68.7,4,53.4,,0,0
K6A1,32.569771,-84.2451758,-99999,63.0,4,43.7,,120,5
KCZL,34.4553889,-84.9391667,-99999,51.8,8,44.6,-RA,310,6
KCXU,31.2131667,-84.2352222,-99999,68.0,4,62.4,,0,0
K18A,34.3403611,-83.1308056,-99999,59.9,8,38.5,,110,9
KCNI,34.3122192,-84.4221528,-99999,55.4,8,41.0,,90,8
KCTJ,33.6316964,-85.1522641,-99999,56.1,4,39.6,,130,9
KVPC,34.1231475,-84.8487067,1007.4,55.9,8,46.0,,0,0
KCWV,32.1950514,-81.8695597,-99999,64.9,0,55.2,,0,0
KRYY,34.0131667,-84.5970278,980.8,57.0,8,42.1,,-99999,5
KCSG,32.516333,-84.9388611,1008.9,61.0,8,48.0,,130,4
KCKF,31.9888333,-83.7739167,-99999,65.3,4,47.1,,150,3
KAJR,34.4998483,-83.5566701,-99999,56.8,7,36.9,,100,9
KCVC,33.6322475,-83.8466189,-99999,60.8,7,42.8,,120,3
KDNN,34.7229444,-84.87025,-99999,51.8,4,44.6,+RA,320,6
KDNL,33.4665833,-82.0393889,1010.7,63.0,2,41.0,,80,8
KPDK,33.8756111,-84.3019722,1008.4,57.9,7,39.9,,-99999,4
KDQH,31.4767385,-82.8605664,-99999,64.9,8,53.6,,0,0
KDBN,32.5647222,-82.9849722,-99999,59.0,4,53.6,,0,0
KEZM,32.2163889,-83.1286667,-99999,60.3,4,56.1,,0,0
K49A,34.6281944,-84.5265556,-99999,54.5,8,40.3,RA,50,4
KFZG,31.6839046,-83.2709036,-99999,66.2,8,55.0,,0,0
KLSF,32.3317806,-84.9871522,1008.5,60.8,7,53.6,,120,4
KLHW,31.8878228,-81.5626522,1010.8,63.3,7,51.3,,0,0
KFTY,33.7791264,-84.521366,1007.9,60.1,7,39.0,,80,5
KGVL,34.272627,-83.8302233,1009.6,57.0,7,39.9,,90,11
K3J7,33.5979722,-83.13825,-99999,62.6,4,42.8,,80,3
K6A2,33.2269722,-84.2749444,-99999,59.0,4,42.8,,100,3
KAZE,31.8851902,-82.647891,-99999,67.1,0,49.6,,0,0
KHOE,31.0568889,-82.7752778,-99999,68.0,4,64.4,,0,0
KSVN,32.0100203,-81.1459878,1010.4,64.9,7,51.6,,260,3
KJZP,34.4534722,-84.4572222,-99999,56.5,8,37.2,-RA,170,14
KJCA,34.1761389,-83.5616944,-99999,60.8,7,41.0,,110,12
KJES,31.5539722,-81.8825,-99999,64.4,0,55.4,,0,0
K9A5,34.6885,-85.2903056,-99999,47.7,4,46.4,,360,4
KLGC,33.008861,-85.0726111,-99999,59.0,7,45.0,,140,8
KLZU,33.9780761,-83.9623772,1010.4,57.9,8,44.1,,80,9
KMCN,32.6928333,-83.6492222,1010.5,60.1,7,55.9,,0,0
KMGE,33.9144417,-84.5142472,1007.7,58.5,7,40.8,,100,9
KMLJ,33.154225,-83.2414139,-99999,60.8,7,46.4,,110,4
KVAD,30.9687,-83.1929639,1010.9,71.6,7,68.0,,230,5
KMGR,31.0849167,-83.80325,-99999,69.8,0,66.2,,210,4
KCCO,33.3115656,-84.7697554,-99999,61.0,7,47.5,,130,11
KPUJ,33.9120431,-84.9406194,-99999,53.6,7,41.0,,140,4
KFFC,33.357722,-84.5725278,1009.2,60.1,4,45.0,,160,5
KPXE,32.5105833,-83.7673333,-99999,62.4,4,50.7,,100,5
KRMG,34.350777,-85.1586667,1007.2,54.0,8,43.0,-RA,20,4
KOKZ,32.9667222,-82.8381667,-99999,61.5,4,45.3,,70,6
KSAV,32.1275833,-81.2021389,1010.9,64.9,4,55.0,,0,0
KSSI,31.1519722,-81.3910556,-99999,70.0,7,55.0,,290,3
KTBR,32.48275,-81.7369444,-99999,62.4,4,52.2,,0,0
KSBO,32.6091389,-82.3699444,-99999,60.8,4,53.6,,0,0
KJYL,32.6452778,-81.5971111,-99999,62.1,8,55.6,,0,0
KOPN,32.955002,-84.2640862,-99999,60.8,7,46.4,,150,6
KTVI,30.9014722,-83.8814444,-99999,71.6,7,68.0,,200,4
KHQU,33.5297222,-82.5169444,-99999,59.7,8,48.6,,140,5
KTMA,31.4295556,-83.4892222,-99999,68.2,8,65.3,,200,4
KTOC,34.5928117,-83.2963717,-99999,58.3,7,43.3,,90,4
KVLD,30.7813722,-83.2762194,-99999,72.0,8,68.0,,-99999,4
KVDI,32.1927222,-82.3711667,-99999,64.4,4,46.4,,0,0
KWRB,32.6401708,-83.5919208,1010.9,60.6,7,58.3,,0,0
KIIY,33.7794167,-82.8158333,-99999,60.8,4,44.6,,80,6
KAYS,31.2483889,-82.3953889,-99999,67.8,7,54.9,,0,0
KWDR,33.9828611,-83.6674167,-99999,60.8,7,41.0,,120,4
KM40,33.87375,-88.4896667,-99999,51.8,2,35.6,,70,10
KPMU,34.3635,-89.8928889,-99999,53.6,8,48.2,,70,8
KBIX,30.410425,-88.9244333,1009.1,76.8,4,72.9,,240,16
KHBG,31.2649444,-89.2528889,-99999,70.0,4,64.0,-RA,280,19
K1R7,31.6058333,-90.4093056,-99999,64.4,4,62.6,,300,9
KCKM,34.2997222,-90.5123056,-99999,53.6,4,53.6,,0,0
KRNV,33.7625278,-90.7579444,-99999,52.9,8,52.9,,350,6
K0R0,31.297,-89.8128333,-99999,68.0,8,66.2,,270,4
KCBM,33.6451667,-88.445925,1007.7,53.1,7,50.2,,40,12
KGTR,33.4482778,-88.5913889,1008.5,53.1,7,52.0,,20,10
KCRX,34.9149678,-88.6034836,-99999,50.0,8,46.4,,60,10
KGLH,33.4828811,-90.9856139,1010.9,54.0,7,50.0,,350,6
KGWO,33.4933089,-90.0866774,1008.8,55.0,8,52.0,,30,5
KGPT,30.4072778,-89.0700833,-99999,77.0,4,69.1,,230,16
KPIB,31.467138,-89.3370556,-99999,66.2,2,64.4,-RA,270,11
KHKS,32.3347778,-90.2225278,-99999,61.0,7,55.0,,300,16
KJAN,32.311166,-90.0758889,-99999,63.0,7,57.0,,290,10
KLUL,31.6730278,-89.1728056,-99999,67.3,7,66.0,-RA,270,11
KMBO,32.4386667,-90.1031111,-99999,59.0,7,59.0,,300,9
KMCB,31.1784444,-90.4718611,1008.5,69.1,2,64.9,-RA,290,11
KMEI,32.332611,-88.7518611,1006.2,69.1,7,64.9,,220,5
KNMM,32.5534806,-88.5552639,-99999,64.0,7,62.1,,340,12
KPQL,30.4627811,-88.5292278,-99999,78.1,4,73.0,,220,9
KHEZ,31.6136667,-91.2973333,1010.4,61.0,8,59.0,,320,10
KOLV,34.97875,-89.7868611,-99999,50.0,4,48.2,,80,10
KUOX,34.3843333,-89.5368056,-99999,48.2,8,46.4,,-99999,-99999
KJVW,32.3044722,-90.4105278,-99999,60.8,8,60.8,,300,13
KSTF,33.433111,-88.8486111,-99999,51.8,8,50.0,,40,8
KUTA,34.6850556,-90.3477778,-99999,50.0,8,46.4,,350,11
KTUP,34.269,-88.7698889,-99999,52.0,7,46.0,,60,11
KVKS,32.2391389,-90.9281944,-99999,57.2,8,57.2,,310,10
K5A6,33.4649878,-89.7302175,-99999,53.2,8,50.7,,40,3
KAEX,31.3273717,-92.5485561,1011.1,60.1,8,57.9,,320,14
KESF,31.3949025,-92.2957719,-99999,61.0,8,57.0,,300,8
KBAD,32.5019333,-93.6626278,1013.8,55.4,7,55.4,,310,11
KBQP,32.7560833,-91.8805833,-99999,55.0,8,54.5,,290,4
KBTR,30.5329167,-91.1498889,1009.0,75.0,4,70.0,,240,13
KBXA,30.8136864,-89.8649644,-99999,75.4,7,69.8,,270,10
KCWF,30.2105833,-93.1431944,-99999,73.4,7,69.8,,290,12
K5R8,30.4410833,-93.4736111,-99999,70.2,7,63.7,,300,12
KDRI,30.8317222,-93.3399167,-99999,65.5,7,59.9,,310,17
KDTN,32.5402189,-93.7450225,-99999,57.0,7,53.1,,290,8
KEIR,28.63,-91.49,-99999,75.2,7,75.2,,230,18
KPOE,31.0447824,-93.1916421,1012.2,60.8,8,57.2,,310,13
KGAO,29.4411111,-90.2611111,-99999,77.9,7,70.7,,230,19
KHDC,30.5216874,-90.4183808,-99999,75.2,7,69.8,,260,12
KHUM,29.5665021,-90.6604267,-99999,75.2,7,71.6,,230,9
K3R7,30.242699,-92.6734993,-99999,74.1,7,69.8,,280,10
KLFT,30.2050278,-91.98775,1009.9,75.0,4,70.0,-RA,250,11
KLCH,30.1260833,-93.2234167,-99999,75.0,2,69.1,,290,5
K3F3,32.0727778,-93.7656111,-99999,56.3,8,53.6,,280,5
KMNE,32.6460278,-93.2980833,-99999,55.2,8,54.3,,300,10
KMLU,32.5108611,-92.0376667,-99999,55.9,7,54.0,,330,11
KIER,31.73572,-93.0991364,-99999,56.7,7,54.7,,310,13
KARA,30.0377583,-91.8838961,1010.2,75.0,4,73.9,,250,12
KMSY,29.9932778,-90.2590278,1009.6,77.0,4,71.1,RA,230,11
KNEW,30.0424167,-90.02825,-99999,-99999,4,-99999,,-99999,-99999
KNBG,29.8272146,-90.0265891,1009.6,75.9,2,73.0,,220,16
KHZR,30.7183333,-91.4786667,-99999,73.4,7,66.2,,310,14
KACP,30.7504998,-92.6884914,-99999,68.0,4,64.4,,310,10
KOPL,30.5583889,-92.0993889,-99999,71.6,4,64.9,,300,10
KPTN,29.7095464,-91.3389786,1010.6,75.0,8,73.0,,250,16
KXPY,29.12,-90.2,-99999,78.8,2,73.4,,230,18
KRSN,32.5146018,-92.5884434,-99999,54.7,7,51.8,,340,8
KP92,29.56,-91.52,1010.1,73.0,7,71.1,,250,5
KSHV,32.4466111,-93.8256111,-99999,55.9,2,54.0,,290,9
KASD,30.3463333,-89.8208056,1008.7,77.0,7,70.0,,210,10
KUXL,30.1314444,-93.3761667,-99999,74.5,7,69.6,,300,9
KTVR,32.3516111,-91.0276887,-99999,59.0,8,55.0,,300,5
K0R4,31.562,-91.5064722,-99999,60.6,4,56.7,,320,17
KMMI,35.3991944,-84.5617778,-99999,48.2,7,44.6,,-99999,4
KM08,35.2151389,-89.04325,-99999,48.2,7,46.4,,20,8
KTRI,36.4752078,-82.4074153,1011.3,48.9,7,39.9,,0,0
KCHA,35.0351944,-85.2035556,1009.1,51.1,7,46.9,RA,10,13
KCKV,36.6218611,-87.4149444,1013.0,46.0,7,43.0,-RA,90,9
KRZR,35.2123364,-84.7991994,-99999,48.2,2,48.2,,20,10
KMRC,35.5543889,-87.1791389,-99999,48.2,7,48.2,,60,13
KCSV,35.9512918,-85.0849782,-99999,43.0,2,39.9,-RA,40,13
KDKX,35.9638333,-83.8736667,-99999,48.2,2,44.6,,0,0
KDYR,35.9979722,-89.4065833,-99999,-99999,2,-99999,,-99999,-99999
K0A9,36.3712222,-82.1734167,-99999,46.4,4,44.6,-RA,0,0
KFYM,35.0596944,-86.564,-99999,46.4,2,46.4,,70,14
KHZD,36.0892974,-88.4632988,-99999,46.4,2,44.6,,30,9
KJAU,36.3340889,-84.1629653,-99999,46.4,4,44.6,,30,5
KMKL,35.5998889,-88.9156111,1011.3,48.9,7,46.0,,60,9
KTYS,35.8093739,-83.9953214,1010.2,50.0,4,42.1,-RA,50,9
KPVE,35.6563617,-88.1953523,-99999,48.2,7,42.8,,50,10
KRNC,35.6987094,-85.8438172,-99999,46.4,2,44.6,,60,8
KMEM,35.0424114,-89.9766792,1010.5,51.1,7,48.0,-RA,50,13
KNQA,35.3566389,-89.8704167,-99999,50.0,8,46.4,,50,9
KMOR,36.1793889,-83.3754444,-99999,48.2,8,44.6,,80,4
KBNA,36.1244722,-86.6781667,-99999,46.9,4,42.1,-RA,40,11
KOQT,36.02,-84.23,1011.4,48.9,4,42.1,-RA,-99999,4
KPHT,36.3359444,-88.3844444,-99999,46.4,7,42.8,,30,6
K1M5,36.5928611,-86.4769167,-99999,44.6,2,44.6,,80,5
KSNH,35.17025,-88.2167222,-99999,50.0,8,46.4,,50,6
KGKT,35.8577589,-83.5287047,-99999,48.2,7,46.4,,0,0
KSYI,35.5593889,-86.4424722,-99999,46.4,0,46.4,,50,9
KMQY,36.0089722,-86.5200833,-99999,46.4,4,44.6,-RA,50,11
KSRB,36.0567386,-85.5301081,-99999,44.6,4,42.8,,-99999,4
KM91,36.5366944,-86.9211667,-99999,46.4,2,44.6,,80,6
KTHA,35.3800295,-86.2463536,-99999,46.4,2,44.6,,70,9
KUCY,36.379744,-88.9857038,-99999,48.2,4,46.4,,350,3
KBGF,35.1775278,-86.0661667,-99999,46.4,2,46.4,,-99999,4
KADF,34.0998056,-93.0660833,-99999,51.8,7,-99999,-RA,360,6
KBVX,35.7262222,-91.6474444,-99999,48.2,4,46.4,-RA,-99999,3
KVBT,36.34525,-94.2193361,-99999,48.2,7,46.4,,30,5
KHKA,35.9404167,-89.8308056,-99999,48.9,2,45.0,RA,10,18
KBYH,35.9643333,-89.9439444,-99999,50.0,7,44.6,-RA,20,12
KCDH,33.6228056,-92.7633889,-99999,51.8,7,50.0,,340,8
KCCA,35.59775,-92.4515833,-99999,48.2,0,46.4,,330,3
K4M9,36.4042314,-90.6479264,-99999,48.2,2,48.2,,320,5
KDEQ,34.047,-94.3993611,1014.4,53.1,2,50.0,,350,3
KELD,33.2212378,-92.8117489,1012.9,52.0,8,52.0,,320,9
KFYV,36.0050833,-94.1700556,-99999,50.0,7,46.9,,30,4
KFLP,36.2908889,-92.59025,-99999,48.2,4,46.4,-RA,0,0
KFSM,35.3365833,-94.3674444,1016.5,52.0,7,48.9,,20,10
KHRO,36.2615206,-93.1547289,-99999,46.9,7,45.0,,320,5
KHOT,34.4780278,-93.0962222,-99999,51.1,7,46.9,,30,9
KLRF,34.9175121,-92.145001,1015.5,50.0,4,48.2,,20,6
KLIT,34.7294444,-92.2247778,-99999,48.9,4,46.9,,10,12
KMEZ,34.5453889,-94.2026389,-99999,51.8,4,50.0,,20,8
KLLQ,33.6385556,-91.751,1011.5,53.1,8,51.1,,-99999,3
KMWT,34.55,93.58,-99999,51.1,7,48.0,,-99999,-99999
KBPK,36.3689419,-92.4705281,1016.8,46.9,2,46.9,-RA,-99999,3
KM19,35.6377222,-91.1763889,1015.3,46.9,2,46.0,-RA,20,18
KPBF,34.1745131,-91.9356042,-99999,51.1,7,48.0,-RA,350,11
KROG,36.3724167,-94.1069722,-99999,46.4,7,46.4,,20,4
KRUE,35.2592831,-93.0926222,1015.6,50.0,8,46.9,,350,5
KSRC,35.2106097,-91.7375394,-99999,48.2,7,48.2,-RA,10,8
KSLG,36.1918611,-94.49,-99999,48.2,2,46.4,,20,5
KASG,36.1763889,-94.11925,-99999,46.4,4,46.4,-RA,40,9
KXNA,36.2815792,-94.3077656,1017.7,46.9,4,45.0,,20,8
KSGT,34.5994785,-91.5750003,1013.2,51.1,7,50.0,-RA,10,18
KTXK,33.4537222,-93.9910278,1014.2,52.0,8,52.0,-RA,340,8
KARG,36.1246667,-90.9251111,-99999,48.2,2,46.4,-RA,360,9
KAWM,35.1350556,-90.2344444,-99999,51.1,2,48.9,RA,350,11
KAIK,33.6493889,-81.6850278,-99999,62.1,8,40.6,,50,9
KAQX,32.9951111,-81.27025,-99999,60.8,7,51.8,,0,0
KAND,34.4945833,-82.7093889,1010.9,61.0,8,36.0,,90,8
KARW,32.4121667,-80.6343542,-99999,68.0,4,55.4,,0,0
KNBC,32.4805668,-80.7192441,1010.4,66.9,7,55.9,,0,0
KBBP,34.6217086,-79.7343594,-99999,60.8,0,41.0,,60,8
KCHS,32.8986389,-80.0405278,1010.7,64.9,2,52.0,,40,4
KJZI,32.7010278,-80.00325,-99999,69.8,0,53.6,,20,5
KCQW,34.7128611,-79.957,-99999,64.4,0,35.6,,80,12
KDCM,34.7893333,-81.1957778,-99999,60.8,7,32.0,,80,6
KCEU,34.6722222,-82.8858889,1011.3,57.9,8,37.9,,70,6
KCAE,33.9388378,-81.1195361,1010.9,64.9,4,36.0,,70,9
KHYW,33.8284875,-79.1221763,-99999,62.6,0,42.8,,50,6
KUDG,34.4493845,-79.8900608,1012.4,61.0,0,37.9,,60,10
KGYH,34.7583056,-82.3764167,-99999,59.0,8,32.0,,50,13
KMMT,33.9207704,-80.8011422,1012.0,61.9,4,39.7,,40,8
KFLO,34.1853611,-79.7238889,1011.9,63.0,0,37.0,,40,9
KGGE,33.3114167,-79.3203056,-99999,64.4,7,44.6,,70,6
KGMU,34.8479444,-82.35,1011.6,59.0,7,35.1,,60,10
KGRD,34.2503938,-82.1578093,1012.3,59.0,8,37.9,,60,3
KGSP,34.8956667,-82.2188611,1011.7,55.9,8,36.0,,30,5
KHVS,34.4030833,-80.1192222,-99999,64.4,0,32.0,,70,12
KHXD,32.224495,-80.6974008,-99999,69.8,7,57.2,,0,0
KCKI,33.7172222,-79.8569722,-99999,62.6,4,39.2,,30,3
KLKR,34.7229044,-80.8545901,-99999,60.8,7,35.6,,0,0
KLUX,34.5071111,-81.9469444,-99999,59.0,4,35.6,,80,5
KMNI,33.5871111,-80.2086667,-99999,62.6,0,42.8,,50,6
KMAO,34.1811667,-79.3347222,-99999,60.8,0,41.0,,60,11
KMKS,33.1855,-80.03625,-99999,64.4,7,48.2,,80,9
KLRO,32.8978333,-79.7828611,-99999,66.2,2,53.6,,0,0
KMYR,33.67975,-78.9283333,1012.3,64.0,0,41.0,,20,9
KEOE,34.3093333,-81.6406667,-99999,60.8,7,37.4,,50,5
KCRE,33.81175,-78.7239444,1012.2,64.9,0,45.0,,40,12
KOGB,33.4569178,-80.8594067,1010.9,62.1,4,44.1,,60,6
KCUB,33.9704722,-80.99525,1011.7,64.0,7,37.9,,-99999,4
KLQK,34.8099722,-82.7028889,-99999,59.0,8,35.6,,80,6
KUZA,34.9878333,-81.0571667,1011.5,60.1,0,28.9,,80,5
KSSC,33.972724,-80.4705644,1011.9,61.2,2,40.3,,50,9
KSPA,34.9164167,-81.9557778,-99999,59.0,8,32.0,,90,4
KDYB,33.0622778,-80.2809167,-99999,66.2,4,53.6,,-99999,4
KSMS,33.9950256,-80.3613289,-99999,62.6,2,39.2,,-99999,6
KRBW,32.921,-80.6406111,-99999,62.6,4,50.0,,60,6
KFDW,34.3157222,-81.1085556,-99999,60.8,7,37.4,,60,5
KASJ,36.2975278,-77.1708611,-99999,50.9,0,46.2,,20,4
KVUJ,35.4166947,-80.1507956,-99999,57.2,7,36.1,,60,11
KRHP,35.1952297,-83.8630386,-99999,48.0,4,46.4,-RA,360,3
KHBI,35.6545278,-79.89475,-99999,55.4,7,38.3,,60,4
KAVL,35.4344444,-82.5427289,1011.4,52.0,4,36.0,-RA,0,0
KMRH,34.73375,-76.6603611,1013.2,60.1,0,46.0,,40,13
KBUY,36.0497278,-79.4730096,1013.4,55.9,7,37.9,,60,11
KHFF,35.0366091,-79.4973089,1014.3,57.2,2,41.0,,90,13
KCLT,35.21375,-80.9490556,1011.6,59.0,7,30.0,,40,13
KNKT,34.9031686,-76.8807734,1013.5,59.0,8,44.1,,30,18
KCTZ,34.9749389,-78.3656292,-99999,56.8,0,44.6,,40,4
KJQF,35.387775,-80.7091361,-99999,57.2,8,33.8,,30,6
KONX,36.399944,-76.0154444,-99999,48.9,8,47.5,,30,11
K2DP,35.67,-75.9,-99999,54.5,7,48.9,,30,11
KEDE,36.0277345,-76.5670922,-99999,53.1,0,48.2,,50,6
KECG,36.2605833,-76.1745556,-99999,53.1,7,46.0,,30,13
KEYF,34.6018042,-78.5792708,-99999,59.0,0,42.4,,70,9
KHRJ,35.3801564,-78.7322358,-99999,55.8,4,40.8,,60,10
KFAY,34.9912222,-78.8802778,1012.5,57.0,2,39.9,,40,12
KFBG,35.1320694,-78.9362069,1013.4,55.8,2,41.7,,60,12
K1A5,35.2223122,-83.4199966,-99999,48.9,8,45.5,-RA,0,0
KAKH,35.2026389,-81.1498889,1011.6,60.1,8,30.9,,40,10
KGSB,35.3393847,-77.9605944,1014.5,55.4,7,41.0,,50,12
KGSO,36.1013259,-79.9411234,1012.9,53.1,2,37.0,,70,11
KPGV,35.6356944,-77.3840833,-99999,53.6,0,42.8,,50,8
KHSE,35.2328056,-75.6178056,1012.9,59.0,2,44.1,-RA,40,13
KHKY,35.7411464,-81.3895489,1011.2,54.0,2,32.0,,60,8
KOAJ,34.8291667,-77.6121389,1014.3,55.9,0,45.0,,50,16
KGEV,36.4324722,-81.4185,-99999,44.2,0,28.9,,20,4
KDPL,35.0000278,-77.9816667,-99999,57.2,0,41.0,,50,6
KFFA,36.0175833,-75.6715833,-99999,47.8,8,47.8,,20,10
KISO,35.3314444,-77.6088333,-99999,55.4,7,42.8,,60,10
KEXX,35.7811389,-80.3037778,-99999,56.3,7,33.6,,70,14
KIPJ,35.4831417,-81.1615056,-99999,55.8,7,34.3,,50,6
